CUST_ID,ANNUAL_INCOME,RESIDENTIAL_STATE,AGE,SURVEY_DATE,Payment,Payment_from_food,Payment_from_hotel,Payment_from_spa,profit,profit_from_food,profit_from_hotel,days_hotel21,days_hotel31,days_hotel11,days_or_number_FD2,days_or_number_ROOM1,days_or_number_ROOM3,days_or_number_FD3,days_or_number_ROOM2,days_or_number_FD4,days_or_number_SPA1,days_or_number_SPA3,days_or_number_ROOM4,days_or_number_LOUNG,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,count_bookings,book_to_pay,book_to_check,corporate_percent,interstate,Indicator Test
C_9181,65000,TAS,44,10/12/2018,5120,1740,3200,180,2515,915,1600,0,20,0,20,20,0,17,0,19,3,0,0,0,3,3,3,3,3,3,2,1,34,14,0,1,#N/A
C_9950,89000,TAS,37,13/03/2019,5115,875,3040,1200,2665,1145,1520,10,0,9,0,19,0,10,0,17,0,3,0,0,2,2,3,4,4,2,2,2,23.66666667,14,0,1,#N/A
C_4354,124000,TAS,42,12/04/2019,5075,275,4800,0,2920,120,2800,0,8,0,2,0,0,5,0,0,0,0,8,0,1,1,1,1,2,1,1,1,22,14,0,1,0
C_9433,93000,TAS,52,7/01/2019,5035,235,4800,0,2920,120,2800,0,8,0,0,0,0,3,0,4,0,0,8,0,2,1,1,1,1,1,1,1,22,14,0,1,0
C_2966,0,NSW,18,24/11/2018,5030,90,4940,0,2700,40,2660,0,19,0,0,0,0,2,19,0,0,0,0,0,3,3,3,2,2,3,3,1,33,14,0,1,#N/A
C_9573,99000,TAS,24,19/01/2019,5015,1395,3620,0,2495,675,1820,0,0,22,17,21,0,11,1,19,0,0,0,0,3,3,3,3,3,4,3,2,31,14,0,1,#N/A
C_8425,148000,ACT,39,31/12/2018,5010,210,4800,0,2905,105,2800,0,8,0,0,0,0,3,0,3,0,0,8,0,2,1,1,1,1,1,1,1,22,14,0,1,0
C_9468,253000,SA,51,5/07/2019,4990,190,4800,0,2880,80,2800,0,8,0,4,0,0,2,0,0,0,0,8,0,1,1,1,1,2,1,1,1,22,14,0,1,0
C_5311,1000,QLD,19,19/11/2018,4975,75,4900,0,3195,45,3150,0,7,0,0,0,0,0,0,3,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0,0,1
C_9736,220000,WA,44,8/01/2019,4960,100,4800,60,2880,80,2800,0,8,0,2,0,0,0,0,2,1,0,8,0,1,2,1,1,1,1,1,1,22,14,0,1,0
C_3220,0,NSW,18,16/11/2018,4945,525,4420,0,2650,270,2380,0,17,0,9,0,0,0,17,12,0,0,0,0,2,2,2,2,3,3,3,1,31,14,0,1,#N/A
C_4513,94000,WA,46,28/02/2019,4940,0,4940,0,2660,0,2660,19,0,0,0,0,0,0,19,0,0,0,0,0,3,2,2,3,3,3,3,1,33,14,0,1,#N/A
C_7219,55000,QLD,31,9/07/2018,4940,0,4940,0,2660,0,2660,0,0,19,0,0,0,0,19,0,0,0,0,0,3,3,3,3,3,2,2,1,33,14,0,1,#N/A
C_9134,121000,ACT,54,18/02/2019,4920,500,4420,0,2595,215,2380,17,0,0,17,0,0,0,17,3,0,0,0,0,3,3,3,2,2,2,2,1,31,14,0,1,#N/A
C_1540,53000,WA,27,16/01/2019,4905,425,2880,1600,2615,1175,1440,0,0,18,0,18,0,0,0,17,0,4,0,0,2,2,3,3,3,3,2,1,32,14,0,1,#N/A
C_1075,85000,TAS,24,27/12/2018,4895,395,4500,0,2875,175,2700,0,9,0,4,0,9,6,0,1,0,0,0,0,1,1,1,2,2,1,1,1,23,14,0,1,#N/A
C_9628,94000,TAS,57,18/04/2019,4875,875,3200,800,2430,830,1600,0,20,0,17,20,0,10,0,0,0,2,0,0,3,3,2,3,3,3,3,1,34,14,0,1,#N/A
C_7589,206000,VIC,52,23/02/2019,4860,260,4200,400,3060,360,2700,6,0,0,1,0,0,3,0,4,0,1,6,0,1,1,1,1,0,1,1,1,20,14,0,0.8,1
C_8327,45000,ACT,27,18/07/2018,4825,685,4140,0,2400,300,2100,16,8,0,4,21,0,13,3,0,0,0,0,0,3,4,5,5,3,2,2,3,25.2,14,0,1,#N/A
C_9033,182000,QLD,51,20/09/2018,4815,535,4160,120,2600,360,2240,0,0,16,0,0,0,3,16,16,2,0,0,0,2,2,2,3,3,2,2,1,30,14,0,0.25,#N/A
C_5790,135000,SA,55,28/09/2018,4810,490,4200,120,2740,290,2450,0,7,0,3,0,0,7,0,4,2,0,7,0,1,1,1,1,1,1,1,1,21,14,0,1,0
C_5632,85000,NT,51,11/01/2019,4795,595,4200,0,2735,285,2450,0,7,0,6,0,0,6,0,7,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0,1,0
C_8614,51000,WA,44,1/01/2019,4790,190,4200,400,2780,330,2450,0,7,0,0,0,0,2,0,4,0,1,7,0,1,1,1,1,1,1,1,1,21,14,0,1,0
C_7972,86000,ACT,40,10/07/2018,4755,595,4160,0,2520,280,2240,0,0,16,0,0,0,11,16,4,0,0,0,0,2,3,3,2,2,2,2,1,30,14,0.333333333,1,#N/A
C_7854,0,TAS,18,17/11/2018,4725,225,4500,0,2805,105,2700,0,9,0,6,0,9,0,0,3,0,0,0,0,1,1,1,1,1,2,2,1,23,14,0,1,#N/A
C_5308,84000,SA,53,8/05/2019,4700,200,4500,0,2800,100,2700,0,0,9,4,0,9,0,0,4,0,0,0,0,1,1,2,2,1,1,1,1,23,14,0,1,#N/A
C_5507,108000,QLD,48,29/09/2018,4680,760,3920,0,2365,365,2000,0,21,1,0,18,0,13,4,7,0,0,0,0,3,3,2,3,3,5,3,3,25.2,14,0.2,0.2,#N/A
C_6972,67000,TAS,30,17/11/2018,4655,815,3840,0,2285,365,1920,17,0,7,8,24,0,12,0,3,0,0,0,0,3,3,3,3,4,4,4,2,27,14,0,1,#N/A
C_6810,163000,NT,47,10/11/2018,4645,325,4320,0,2340,180,2160,17,10,0,3,27,0,0,0,10,0,0,0,0,4,3,3,3,4,5,5,2,25.75,14,0.25,1,#N/A
C_8239,71000,TAS,35,17/01/2019,4645,445,4200,0,2655,205,2450,0,7,0,4,0,0,6,0,3,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0,1,0
C_2978,171000,WA,54,20/11/2018,4620,200,4420,0,2500,120,2380,17,0,0,0,0,0,0,17,8,0,0,0,0,2,3,3,3,2,2,2,1,31,14,0,1,#N/A
C_4478,104000,SA,34,12/01/2019,4620,200,4420,0,2500,120,2380,0,0,17,0,0,0,0,17,8,0,0,0,0,3,2,2,2,2,3,3,1,31,14,0,1,#N/A
C_5766,70000,QLD,30,26/03/2019,4605,845,2560,1200,2390,1110,1280,16,0,0,9,16,0,6,0,14,0,3,0,0,2,3,3,2,2,2,2,1,30,14,0,0.2,#N/A
C_4943,67000,ACT,22,23/01/2019,4595,175,4420,0,2450,70,2380,0,17,0,7,0,0,0,17,0,0,0,0,0,2,2,3,3,3,2,2,1,31,14,0,1,#N/A
C_9158,88000,NSW,55,29/12/2018,4595,75,3320,1200,2440,720,1720,11,0,6,3,11,0,0,6,0,0,3,0,0,2,3,2,2,2,3,3,2,21.25,14,0,0.75,#N/A
C_7591,78000,NT,41,18/02/2019,4575,75,3300,1200,2385,725,1660,1,0,19,2,19,0,0,1,1,0,3,0,0,3,3,3,3,3,2,3,2,27,14,0,1,#N/A
C_6489,127000,SA,44,30/12/2018,4555,355,4200,0,2600,150,2450,0,7,0,7,0,0,4,0,0,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0,1,0
C_2636,220000,TAS,55,28/09/2018,4545,345,4200,0,2615,165,2450,0,7,0,0,0,0,6,0,3,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0,1,0
C_3139,100000,VIC,51,14/02/2019,4530,890,3640,0,2340,380,1960,0,14,0,14,0,0,12,14,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_9200,64000,NT,42,13/09/2018,4525,125,2400,2000,2425,1225,1200,14,0,1,0,15,0,0,0,5,0,5,0,0,2,2,2,3,2,2,2,2,21.5,14,0,1,#N/A
C_4851,72000,QLD,18,7/12/2018,4520,200,1920,2400,2420,1460,960,0,11,1,8,12,0,0,0,0,0,6,0,0,2,2,2,1,2,1,2,2,21,14,0,0.2,#N/A
C_5036,90000,WA,52,5/01/2019,4510,530,3920,60,2365,285,2080,0,5,12,0,5,0,9,12,5,1,0,0,0,3,3,3,2,1,2,3,2,21.8,14,0,1,#N/A
C_4304,54000,NT,18,6/03/2019,4500,260,3840,400,2260,340,1920,15,9,0,5,24,0,3,0,0,0,1,0,0,3,3,4,5,3,3,3,2,25,14,0,1,#N/A
C_4050,59000,TAS,35,21/09/2018,4465,565,3900,0,2405,305,2100,0,0,15,4,0,0,2,15,15,0,0,0,0,2,2,2,2,3,2,2,1,29,14,0,1,#N/A
C_4101,158000,QLD,43,4/09/2018,4450,250,2600,1600,2445,1045,1400,0,10,0,5,0,0,0,10,5,0,4,0,0,1,2,2,2,1,1,1,1,24,14,0,0,#N/A
C_9138,92000,WA,40,2/02/2019,4450,50,3200,1200,2310,710,1600,6,0,14,2,20,0,0,0,0,0,3,0,0,2,3,3,3,3,3,3,2,24,14,0,1,#N/A
C_5074,193000,WA,58,10/01/2019,4430,250,3380,800,2430,610,1820,13,0,0,0,0,0,0,13,10,0,2,0,0,2,2,1,2,2,2,2,1,27,14,0,1,#N/A
C_4503,106000,WA,40,29/03/2019,4410,250,4160,0,2340,100,2240,0,16,0,10,0,0,0,16,0,0,0,0,0,2,2,2,2,3,3,2,1,30,14,0,1,#N/A
C_6483,124000,VIC,34,28/02/2019,4410,450,3900,60,2320,300,2020,20,0,0,0,13,0,0,7,18,1,0,0,0,3,3,2,3,3,3,3,2,23.4,14,0,0.6,#N/A
C_6182,117000,QLD,31,29/06/2018,4405,205,4200,0,2540,90,2450,0,7,0,1,0,0,4,0,0,0,0,7,0,1,1,1,1,1,1,1,1,21,14,0,0,0
C_8323,105000,WA,39,4/11/2018,4405,325,3680,400,2215,375,1840,11,12,0,10,23,0,0,0,3,0,1,0,0,4,4,4,4,2,2,3,2,25.4,14,0.2,1,#N/A
C_1081,79000,NSW,33,31/12/2018,4380,0,3180,1200,2390,690,1700,11,0,2,0,2,0,0,11,0,0,3,0,0,2,2,3,3,1,1,1,2,22,14,0,0.666666667,#N/A
C_6083,157000,TAS,39,11/03/2019,4380,540,3040,800,2220,700,1520,19,0,0,0,19,0,12,0,0,0,2,0,0,3,3,3,3,3,2,2,1,33,14,0,1,#N/A
C_5601,135000,NT,46,9/12/2018,4350,150,4200,0,2790,90,2700,0,0,6,0,0,0,0,0,6,0,0,6,0,1,1,1,1,1,0,1,1,20,14,0,1,1
C_4323,91000,WA,23,5/08/2018,4345,585,3360,400,2170,490,1680,14,7,0,14,21,0,3,0,4,0,1,0,0,3,3,3,3,3,3,3,2,26,14,0,1,#N/A
C_3944,169000,TAS,53,5/03/2019,4300,780,3520,0,2140,380,1760,1,21,0,5,22,0,9,0,10,0,0,0,0,2,3,3,4,4,3,3,3,22.83333333,14,0,1,#N/A
C_6434,105000,NT,31,11/04/2019,4260,100,3360,800,2185,505,1680,0,0,21,3,21,0,0,0,1,0,2,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_4028,113000,ACT,29,11/05/2019,4255,895,3360,0,2105,425,1680,0,21,0,0,21,0,16,0,7,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_3915,200000,QLD,57,6/05/2019,4250,50,2600,1600,2350,950,1400,10,0,0,0,0,0,0,10,2,0,4,0,0,2,2,2,1,1,1,1,1,24,14,0,0.333333333,#N/A
C_7560,89000,ACT,28,14/11/2018,4250,250,4000,0,2540,140,2400,0,8,0,2,0,8,0,0,8,0,0,0,0,1,1,2,1,1,1,1,1,22,14,0,1,#N/A
C_5158,0,VIC,18,17/11/2018,4230,1190,3040,0,2115,595,1520,0,19,0,0,19,0,17,0,17,0,0,0,0,3,3,3,2,2,3,3,1,33,14,0,1,#N/A
C_4462,59000,QLD,37,16/12/2018,4225,525,3700,0,2260,280,1980,2,0,13,0,2,0,5,13,12,0,0,0,0,3,2,2,2,1,2,3,2,24.25,14,0.25,0.5,#N/A
C_4015,160000,SA,56,31/01/2019,4220,300,3920,0,2490,130,2360,0,7,4,3,7,0,5,0,0,0,0,4,0,1,1,1,2,2,2,2,2,19.8,14,0,1,1
C_4675,58000,NSW,28,24/02/2019,4210,150,2860,1200,2320,780,1540,11,0,0,0,0,0,0,11,6,0,3,0,0,2,2,2,1,1,1,2,1,25,14,0,1,#N/A
C_9871,72000,SA,26,18/01/2019,4195,195,4000,0,2510,110,2400,0,0,8,0,0,8,1,0,6,0,0,0,0,1,1,1,1,2,1,1,1,22,14,0,1,#N/A
C_5750,176000,NT,43,19/06/2019,4190,1150,3040,0,2010,490,1520,0,19,0,19,19,0,15,0,0,0,0,0,0,2,2,3,3,3,3,3,1,33,14,0,1,#N/A
C_7747,47000,VIC,18,29/06/2019,4175,735,2240,1200,2125,1005,1120,0,14,0,14,14,0,8,0,1,0,3,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_5417,46000,ACT,19,8/01/2019,4165,25,4140,0,2195,15,2180,8,11,0,0,8,0,0,11,1,0,0,0,0,3,3,2,2,3,3,3,2,23,14,0,1,#N/A
C_2539,83000,TAS,41,26/02/2019,4160,0,4160,0,2240,0,2240,16,0,0,0,0,0,0,16,0,0,0,0,0,2,3,3,2,2,2,2,1,30,14,0,1,#N/A
C_1532,61000,VIC,35,23/09/2018,4155,955,3200,0,2025,425,1600,0,20,0,17,20,0,9,0,5,0,0,0,0,3,3,3,3,3,2,3,1,34,14,0,1,#N/A
C_2108,149000,QLD,57,8/04/2019,4145,945,3200,0,2045,445,1600,12,0,8,9,20,0,11,0,9,0,0,0,0,3,2,3,3,3,3,3,2,24.66666667,14,0,0.333333333,#N/A
C_3245,72000,NSW,41,15/02/2019,4145,845,3300,0,2030,370,1660,0,20,0,5,19,0,16,1,0,0,0,0,0,3,3,3,3,4,2,2,2,28.5,14,0,1,#N/A
C_7065,57000,NSW,32,6/07/2018,4145,625,3520,0,2060,300,1760,0,0,22,15,22,0,0,0,10,0,0,0,0,3,3,3,3,3,3,4,3,23.66666667,14,0,0.5,#N/A
C_4262,86000,WA,39,6/06/2019,4125,125,4000,0,2465,65,2400,0,0,8,2,0,8,0,0,3,0,0,0,0,1,1,1,2,1,1,1,1,22,14,0,1,#N/A
C_8139,108000,WA,29,11/10/2018,4120,440,2080,1600,2230,1110,1120,8,0,0,5,0,0,7,8,0,0,4,0,0,1,1,1,2,1,1,1,1,22,14,0,1,#N/A
C_6220,122000,TAS,50,23/01/2019,4110,910,3200,0,2055,455,1600,0,20,0,0,20,0,13,0,13,0,0,0,0,3,2,3,3,3,3,3,1,34,14,0,1,#N/A
C_7980,2000,VIC,19,20/11/2018,4100,200,3900,0,2195,95,2100,0,15,0,5,0,0,0,15,3,0,0,0,0,2,3,2,2,2,2,2,1,29,14,0,1,#N/A
C_5616,105000,ACT,46,3/05/2019,4085,725,3360,0,2040,360,1680,21,0,0,15,21,0,0,0,14,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_7770,64000,QLD,30,20/12/2018,4085,725,3360,0,2030,350,1680,21,0,0,17,21,0,0,0,12,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,0.333333333,#N/A
C_8567,106000,NT,28,16/12/2018,4085,565,3120,400,2160,480,1680,0,12,0,1,0,0,12,12,0,0,1,0,0,2,2,2,2,1,1,2,1,26,14,0,1,#N/A
C_6707,41000,ACT,20,30/12/2018,4080,700,3320,60,2225,365,1860,0,0,14,10,12,0,5,0,9,1,0,2,0,2,3,3,2,1,1,2,2,24.33333333,14,0,1,1
C_7363,115000,TAS,44,4/08/2018,4065,865,3200,0,2005,405,1600,20,0,0,6,20,0,12,0,7,0,0,0,0,3,3,3,3,2,3,3,1,34,14,0,1,#N/A
C_8217,128000,TAS,54,28/06/2019,4060,100,3900,60,2190,90,2100,15,0,0,0,0,0,0,15,4,1,0,0,0,2,2,2,2,3,2,2,1,29,14,0,1,#N/A
C_8687,108000,NSW,27,10/12/2018,4040,440,3360,240,1980,300,1680,0,16,5,14,21,0,2,0,0,4,0,0,0,3,3,3,3,4,3,2,2,24.5,14,0,0.833333333,#N/A
C_1036,74000,VIC,22,25/01/2019,4010,390,3440,180,2065,305,1760,4,0,15,1,15,0,2,4,11,3,0,0,0,3,2,2,2,3,3,4,2,25.33333333,14,0,0.833333333,#N/A
C_1986,232000,WA,58,17/03/2019,4000,0,2400,1600,2120,920,1200,15,0,0,0,15,0,0,0,0,0,4,0,0,3,3,2,1,1,2,3,2,22.66666667,14,0,1,#N/A
C_5779,213000,VIC,52,14/08/2018,4000,0,4000,0,2400,0,2400,0,0,8,0,0,8,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,22,14,0,1,#N/A
C_2820,5000,QLD,19,21/11/2018,3995,795,3200,0,1990,390,1600,0,20,0,16,20,0,1,0,14,0,0,0,0,3,2,3,3,3,3,3,1,34,14,0,0,#N/A
C_7367,144000,VIC,45,2/01/2019,3995,795,3200,0,2015,415,1600,20,0,0,11,20,0,1,0,19,0,0,0,0,2,3,3,3,3,3,3,2,29.4,14,0,0.6,#N/A
C_6561,68000,NSW,38,5/12/2018,3980,340,3640,0,2110,150,1960,0,14,0,8,0,0,2,14,2,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_6233,57000,VIC,19,21/09/2018,3975,175,2600,1200,2160,760,1400,10,0,0,7,0,0,0,10,0,0,3,0,0,1,1,1,1,2,2,2,1,24,14,0.333333333,0.666666667,#N/A
C_7762,107000,NSW,29,8/12/2018,3950,50,3900,0,2130,30,2100,0,0,15,0,0,0,0,15,2,0,0,0,0,2,2,2,2,2,3,2,1,29,14,0,0.5,#N/A
C_7950,74000,TAS,31,4/12/2018,3945,45,3900,0,2120,20,2100,0,0,15,0,0,0,1,15,0,0,0,0,0,2,3,2,2,2,2,2,1,29,14,0,1,#N/A
C_2274,0,QLD,18,21/11/2018,3940,300,3640,0,2140,180,1960,0,14,0,0,0,0,0,14,12,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,0,#N/A
C_1408,61000,QLD,21,3/03/2019,3935,315,3620,0,2040,140,1900,9,8,0,0,8,0,7,9,0,0,0,0,0,4,2,2,2,2,2,3,2,22.66666667,14,0.333333333,0.333333333,#N/A
C_2909,117000,TAS,39,23/04/2019,3930,730,3200,0,1975,375,1600,0,0,20,0,20,0,9,0,13,0,0,0,0,2,3,3,3,3,3,3,1,34,14,0,1,#N/A
C_6075,89000,NSW,49,1/07/2019,3925,325,2400,1200,2050,850,1200,0,15,0,7,15,0,0,0,6,0,3,0,0,3,2,2,2,2,2,2,1,29,14,0.25,1,#N/A
C_2830,92000,QLD,38,25/06/2019,3920,420,3500,0,2280,180,2100,0,7,0,6,0,7,6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,21,14,0,0,#N/A
C_5575,74000,NT,27,1/04/2019,3915,535,3380,0,2255,265,1990,0,8,3,0,8,0,8,0,7,0,0,3,0,3,1,1,1,1,2,2,2,20.75,14,0,1,1
C_7685,0,WA,18,20/11/2018,3910,710,2400,800,1960,760,1200,0,15,0,14,15,0,8,0,0,0,2,0,0,2,3,2,2,2,2,2,1,29,14,0,1,#N/A
C_7506,3000,TAS,19,23/11/2018,3885,525,3360,0,1995,315,1680,0,21,0,0,21,0,0,0,21,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_6166,61000,SA,29,3/07/2019,3855,355,3500,0,2410,160,2250,0,0,5,5,0,0,4,0,2,0,0,5,0,0,0,1,1,1,1,1,1,19,14,0,1,1
C_1678,154000,WA,45,16/04/2019,3840,400,3040,400,1950,430,1520,0,0,19,8,19,0,0,0,8,0,1,0,0,2,3,3,3,3,3,2,1,33,14,0.25,1,#N/A
C_8932,119000,VIC,45,21/11/2018,3840,0,3040,800,1980,460,1520,0,0,19,0,19,0,0,0,0,0,2,0,0,2,2,3,3,3,3,3,1,33,14,0.5,1,#N/A
C_8063,43000,QLD,30,21/09/2018,3825,25,3000,800,2270,470,1800,0,0,6,1,0,6,0,0,0,0,2,0,0,1,1,1,0,1,1,1,1,20,14,0.333333333,0.333333333,#N/A
C_2729,57000,TAS,21,13/07/2018,3810,450,1760,1600,2000,1120,880,11,0,0,0,11,0,10,0,0,0,4,0,0,2,1,1,1,2,2,2,1,25,14,0.333333333,1,#N/A
C_3264,66000,NT,39,1/07/2019,3805,525,2080,1200,1990,950,1040,13,0,0,11,13,0,0,0,10,0,3,0,0,2,2,2,2,2,2,1,1,27,14,0,1,#N/A
C_2260,87000,NT,33,12/04/2019,3800,600,3200,0,1910,310,1600,0,20,0,10,20,0,0,0,14,0,0,0,0,3,3,3,2,3,3,3,1,34,14,0,1,#N/A
C_8896,91000,WA,39,5/09/2018,3800,340,3460,0,1970,150,1820,9,0,7,1,7,0,7,9,0,0,0,0,0,2,3,3,3,2,1,2,3,19.4,14,0,1,#N/A
C_7522,162000,ACT,41,14/01/2019,3790,50,3740,0,1990,20,1970,1,0,19,2,19,0,0,0,0,0,0,1,0,3,4,3,3,3,2,2,2,27,14,0,1,1
C_5374,177000,VIC,47,19/05/2019,3785,1065,2720,0,1880,520,1360,17,0,0,0,17,0,17,0,12,0,0,0,0,3,3,2,2,2,2,3,1,31,14,0,0.666666667,#N/A
C_1833,5000,SA,19,18/11/2018,3770,730,3040,0,1860,340,1520,0,19,0,0,19,0,14,0,4,0,0,0,0,3,3,3,3,2,2,3,1,33,14,0,1,#N/A
C_8067,0,TAS,18,23/11/2018,3755,715,3040,0,1820,300,1520,0,19,0,16,19,0,7,0,0,0,0,0,0,3,3,2,2,3,3,3,1,33,14,0,1,#N/A
C_9915,0,WA,18,24/11/2018,3755,1195,2560,0,1865,585,1280,0,16,0,4,16,0,16,0,15,0,0,0,0,2,2,2,2,2,3,3,1,30,14,0,1,#N/A
C_1405,144000,ACT,58,6/04/2019,3750,550,3200,0,1910,310,1600,0,20,0,4,20,0,0,0,18,0,0,0,0,3,3,3,3,2,3,3,1,34,14,0,1,#N/A
C_3737,114000,TAS,58,24/10/2018,3745,705,3040,0,1870,350,1520,0,19,0,9,19,0,4,0,12,0,0,0,0,2,2,3,3,3,3,3,1,33,14,0.25,1,#N/A
C_3966,0,ACT,18,17/11/2018,3735,375,3360,0,1835,155,1680,0,21,0,14,21,0,0,0,1,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_8992,197000,SA,49,8/06/2019,3735,375,3360,0,1830,150,1680,0,0,21,15,21,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0.5,1,#N/A
C_9462,202000,ACT,55,23/12/2018,3720,500,3220,0,1925,265,1660,17,0,0,0,12,0,5,5,11,0,0,0,0,3,3,3,3,1,1,3,2,24.25,14,0,1,#N/A
C_1640,205000,TAS,55,28/06/2019,3700,500,3200,0,1855,255,1600,0,20,0,9,20,0,0,0,11,0,0,0,0,3,3,3,2,3,3,3,1,34,14,0,1,#N/A
C_1977,128000,SA,49,27/05/2019,3700,200,3500,0,2195,95,2100,0,7,0,5,0,7,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,21,14,0.333333333,1,#N/A
C_3810,89000,VIC,41,11/11/2018,3685,505,2380,800,1910,690,1220,0,0,13,2,10,0,9,3,2,0,2,0,0,3,2,1,1,1,2,3,2,19.33333333,14,0,1,#N/A
C_3015,89000,WA,22,31/08/2018,3670,150,3520,0,1820,60,1760,2,20,0,6,22,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,2,25,14,0,1,#N/A
C_4813,105000,SA,50,30/09/2018,3640,0,3640,0,1960,0,1960,14,0,0,0,0,0,0,14,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_4961,99000,WA,59,15/04/2019,3640,0,3640,0,1960,0,1960,14,0,0,0,0,0,0,14,0,0,0,0,0,2,2,2,2,2,2,2,1,28,14,0,1,#N/A
C_8618,104000,QLD,60,10/07/2018,3625,265,3360,0,1825,145,1680,21,0,0,0,21,0,2,0,7,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,0.333333333,#N/A
C_7449,76000,QLD,44,8/03/2019,3615,575,3040,0,1845,325,1520,19,0,0,4,19,0,0,0,19,0,0,0,0,3,3,2,2,3,3,3,1,33,14,0,0.333333333,#N/A
C_4167,136000,QLD,37,4/07/2019,3610,650,1760,1200,1850,970,880,0,0,11,8,11,0,10,0,0,0,3,0,0,1,1,1,2,2,2,2,1,25,14,0,0.25,#N/A
C_2957,84000,QLD,55,24/02/2019,3605,345,3200,60,1770,170,1600,20,0,0,12,20,0,1,0,0,1,0,0,0,3,3,3,3,3,2,3,1,34,14,0,0.25,#N/A
C_2651,106000,WA,35,26/04/2019,3600,400,2400,800,1880,680,1200,15,0,0,4,15,0,0,0,12,0,2,0,0,2,2,2,2,3,2,2,1,29,14,0,1,#N/A
C_3644,37000,VIC,21,3/10/2018,3600,0,2400,1200,1890,690,1200,0,0,15,0,15,0,0,0,0,0,3,0,0,2,2,3,2,2,2,2,1,29,14,0,1,#N/A
C_4284,4000,SA,19,20/11/2018,3600,240,3360,0,1780,100,1680,0,21,0,6,21,0,2,0,0,0,0,0,0,3,3,3,3,3,3,3,1,35,14,0,1,#N/A
C_6864,63000,VIC,18,24/02/2019,3600,400,3200,0,1765,165,1600,0,0,20,15,20,0,0,0,1,0,0,0,0,3,3,3,3,3,2,3,1,34,14,0,1,#N/A
C_3360,1000,NSW,19,18/11/2018,3580,200,3380,0,1905,85,1820,0,13,0,7,0,0,0,13,1,0,0,0,0,2,2,2,2,2,1,2,1,27,14,0,1,#N/A
C_3111,124000,NT,32,26/11/2018,3575,75,3500,0,2280,30,2250,0,0,5,3,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,1,19,14,0,1,1
C_3185,107000,NT,33,9/06/2019,3570,850,2720,0,1785,425,1360,0,0,17,17,17,0,0,0,17,0,0,0,0,3,3,2,2,2,2,3,1,31,14,0.333333333,1,#N/A
C_6168,124000,ACT,46,13/11/2018,3570,450,3120,0,1915,235,1680,0,0,12,7,0,0,0,12,11,0,0,0,0,1,2,2,2,2,2,1,1,26,14,0,1,#N/A
C_8819,60000,NSW,33,19/01/2019,3560,840,2720,0,1775,415,1360,0,17,0,1,17,0,12,0,11,0,0,0,0,3,2,2,2,2,3,3,1,31,14,0,1,#N/A
C_2044,52000,TAS,24,19/03/2019,3550,50,3500,0,2280,30,2250,0,5,0,0,0,0,0,0,2,0,0,5,0,0,1,1,1,1,1,0,1,19,14,0,1,1
C_7081,74000,NT,37,31/12/2018,3525,645,2880,0,1710,270,1440,18,0,0,15,18,0,6,0,0,0,0,0,0,3,3,3,3,2,2,2,1,32,14,0,1,#N/A
C_9337,71000,NSW,34,20/08/2018,3515,315,3200,0,1740,140,1600,0,20,0,0,20,0,7,0,0,0,0,0,0,3,3,3,3,3,3,2,1,34,14,0,1,#N/A
C_4993,104000,ACT,39,13/07/2018,3510,630,2880,0,1725,285,1440,0,0,18,13,18,0,4,0,5,0,0,0,0,3,2,2,2,3,3,3,1,32,14,0,1,#N/A
C_2906,51000,NSW,26,26/03/2019,3505,785,2720,0,1715,355,1360,0,17,0,12,17,0,8,0,5,0,0,0,0,2,3,3,3,2,2,2,1,31,14,0,1,#N/A
C_1939,167000,TAS,45,7/08/2018,3500,0,3500,0,2250,0,2250,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,1,0,1,19,14,0,1,1
