CUST_ID,HOTEL_ID,BOOKING_ID,SERVICE_ID,TXN_DATE,BOOK_DATE,CHECK_IN_DATE,CHECK_OUT_DATE,CHECK_IN_DAY,CHECK_OUT_DAY,QUANTITY,PAYMENT,CORPORATE_FLAG,DESCRIPTION,COST_TO_HOTEL,AGE,SURVEY_DATE,ANNUAL_INCOME,RESIDENTIAL_STATE,STATE,CITY,NO_OF_ROOMS,STANDARD_ROOM,DELUXE_ROOM,FAMILY_ROOM,CLUB_SUITE,COST_TOTAL,PROFIT,PROFIT_MARGIN,LEAD_TIME,DUMMY
C_7826,11,B1395,FD3,26/12/2018,17/12/2018,#N/A,#N/A,#N/A,#N/A,1,45,Y,Dinner,25,43,1/10/2018,984000,VIC,NSW,Sydney City,84,64,10,5,5,25,20,0.44,#N/A,1
C_7826,11,B1388,FD2,24/10/2018,15/10/2018,#N/A,#N/A,#N/A,#N/A,1,25,Y,Breakfast,15,43,1/10/2018,984000,VIC,NSW,Sydney City,84,64,10,5,5,15,10,0.40,#N/A,1
C_7826,11,B1417,FD4,26/06/2019,17/06/2019,#N/A,#N/A,#N/A,#N/A,1,25,Y,Bar and beverage package,10,43,1/10/2018,984000,VIC,NSW,Sydney City,84,64,10,5,5,10,15,0.60,#N/A,1
C_7826,11,B1399,FD3,23/01/2019,14/01/2019,#N/A,#N/A,#N/A,#N/A,1,45,Y,Dinner,25,43,1/10/2018,984000,VIC,NSW,Sydney City,84,64,10,5,5,25,20,0.44,#N/A,1
C_7842,11,B2446,ROOM2,28/10/2018,11/10/2018,25/10/2018,28/10/2018,5,1,3,780,N,Deluxe room per night,120,26,25/10/2018,79000,QLD,NSW,Sydney City,84,64,10,5,5,360,420,0.54,14,1
C_7842,31,B2446,SPA3,28/10/2018,11/10/2018,#N/A,#N/A,#N/A,#N/A,2,800,N,All Day Spa Service,170,26,25/10/2018,79000,QLD,QLD,Gold Coast,110,30,30,40,10,340,460,0.58,#N/A,1
C_7846,31,B2625,ROOM1,16/04/2019,22/03/2019,5/04/2019,16/04/2019,6,3,11,1760,N,Standard room per night,80,41,5/04/2019,115000,SA,QLD,Gold Coast,110,30,30,40,10,880,880,0.50,14,1
C_7846,31,B2625,FD2,16/04/2019,22/03/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,41,5/04/2019,115000,SA,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_7846,31,B2625,FD3,16/04/2019,22/03/2019,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,41,5/04/2019,115000,SA,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_7846,31,B2625,FD4,16/04/2019,22/03/2019,#N/A,#N/A,#N/A,#N/A,11,275,N,Bar and beverage package,10,41,5/04/2019,115000,SA,QLD,Gold Coast,110,30,30,40,10,110,165,0.60,#N/A,1
C_7854,31,B1590,ROOM3,26/11/2018,3/11/2018,17/11/2018,26/11/2018,7,2,9,4500,N,Club suite per night,200,18,17/11/2018,0,TAS,QLD,Gold Coast,110,30,30,40,10,1800,2700,0.60,14,1
C_7854,31,B1590,FD2,26/11/2018,3/11/2018,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,18,17/11/2018,0,TAS,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_7854,31,B1590,FD4,26/11/2018,3/11/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,18,17/11/2018,0,TAS,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_7874,31,B1629,ROOM4,1/12/2018,9/11/2018,23/11/2018,1/12/2018,6,7,8,5600,N,Family room per night,250,18,23/11/2018,0,VIC,QLD,Gold Coast,110,30,30,40,10,2000,3600,0.64,14,1
C_7876,31,B2388,ROOM1,24/10/2018,30/09/2018,14/10/2018,24/10/2018,1,4,10,1600,N,Standard room per night,80,50,14/10/2018,197000,WA,QLD,Gold Coast,110,30,30,40,10,800,800,0.50,14,1
C_7877,11,B1975,ROOM1,26/04/2019,8/04/2019,22/04/2019,26/04/2019,2,6,4,640,N,Standard room per night,80,35,22/04/2019,126000,VIC,NSW,Sydney City,84,64,10,5,5,320,320,0.50,14,1
C_7877,31,B1975,FD4,26/04/2019,8/04/2019,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,35,22/04/2019,126000,VIC,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_7883,11,B2245,ROOM1,3/06/2019,9/05/2019,23/05/2019,3/06/2019,5,2,11,1760,N,Standard room per night,80,29,23/05/2019,87000,TAS,NSW,Sydney City,84,64,10,5,5,880,880,0.50,14,1
C_7883,31,B2245,FD4,3/06/2019,9/05/2019,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,29,23/05/2019,87000,TAS,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_7899,11,B1911,ROOM2,2/01/2019,16/12/2018,30/12/2018,2/01/2019,1,4,3,780,N,Deluxe room per night,120,26,30/12/2018,92000,NT,NSW,Sydney City,84,64,10,5,5,360,420,0.54,14,1
C_7922,11,B2585,ROOM1,21/09/2018,3/09/2018,17/09/2018,21/09/2018,2,6,4,640,N,Standard room per night,80,47,17/09/2018,196000,VIC,NSW,Sydney City,84,64,10,5,5,320,320,0.50,14,1
C_7922,31,B2585,FD3,21/09/2018,3/09/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,47,17/09/2018,196000,VIC,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_7948,11,B1950,ROOM3,23/01/2019,29/12/2018,12/01/2019,23/01/2019,7,4,11,5500,N,Club suite per night,200,47,12/01/2019,197000,VIC,NSW,Sydney City,84,64,10,5,5,2200,3300,0.60,14,1
C_7948,31,B1950,FD2,23/01/2019,29/12/2018,#N/A,#N/A,#N/A,#N/A,11,275,N,Breakfast,15,47,12/01/2019,197000,VIC,QLD,Gold Coast,110,30,30,40,10,165,110,0.40,#N/A,1
C_7948,31,B1950,FD3,23/01/2019,29/12/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,47,12/01/2019,197000,VIC,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_7948,31,B1950,SPA3,23/01/2019,29/12/2018,#N/A,#N/A,#N/A,#N/A,4,1600,N,All Day Spa Service,170,47,12/01/2019,197000,VIC,QLD,Gold Coast,110,30,30,40,10,680,920,0.58,#N/A,1
C_7950,11,B2127,ROOM2,19/12/2018,20/11/2018,4/12/2018,19/12/2018,3,4,15,3900,N,Deluxe room per night,120,31,4/12/2018,74000,TAS,NSW,Sydney City,84,64,10,5,5,1800,2100,0.54,14,1
C_7950,31,B2127,FD3,19/12/2018,20/11/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,31,4/12/2018,74000,TAS,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_7959,31,B1548,ROOM4,12/01/2019,17/12/2018,31/12/2018,12/01/2019,2,7,12,7200,N,Family room per night,250,41,31/12/2018,114000,NT,QLD,Gold Coast,110,30,30,40,10,3000,4200,0.58,14,1
C_7959,31,B1548,FD2,12/01/2019,17/12/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,41,31/12/2018,114000,NT,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_7959,31,B1548,SPA3,12/01/2019,17/12/2018,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,41,31/12/2018,114000,NT,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_7959,31,B1548,FD3,12/01/2019,17/12/2018,#N/A,#N/A,#N/A,#N/A,5,225,N,Dinner,25,41,31/12/2018,114000,NT,QLD,Gold Coast,110,30,30,40,10,125,100,0.44,#N/A,1
C_7969,31,B1722,ROOM4,20/10/2018,23/09/2018,7/10/2018,20/10/2018,1,7,13,9100,Y,Family room per night,250,38,7/10/2018,162000,NT,QLD,Gold Coast,110,30,30,40,10,3250,5850,0.64,14,1
C_7969,21,B1723,ROOM4,23/04/2019,2/04/2019,16/04/2019,23/04/2019,3,3,7,4900,N,Family room per night,250,38,7/10/2018,162000,NT,VIC,Melbourne City,65,40,15,5,5,1750,3150,0.64,14,1
C_7969,31,B1723,FD3,23/04/2019,2/04/2019,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,38,7/10/2018,162000,NT,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_7969,31,B1722,FD4,20/10/2018,23/09/2018,#N/A,#N/A,#N/A,#N/A,10,250,N,Bar and beverage package,10,38,7/10/2018,162000,NT,QLD,Gold Coast,110,30,30,40,10,100,150,0.60,#N/A,1
C_7969,31,B1722,FD2,20/10/2018,23/09/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,38,7/10/2018,162000,NT,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_7972,11,B2406,ROOM2,26/07/2018,26/06/2018,10/07/2018,26/07/2018,3,5,16,4160,Y,Deluxe room per night,120,40,10/07/2018,86000,ACT,NSW,Sydney City,84,64,10,5,5,1920,2240,0.54,14,1
C_7972,31,B2406,FD4,26/07/2018,26/06/2018,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,40,10/07/2018,86000,ACT,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_7972,31,B2406,FD3,26/07/2018,26/06/2018,#N/A,#N/A,#N/A,#N/A,11,495,N,Dinner,25,40,10/07/2018,86000,ACT,QLD,Gold Coast,110,30,30,40,10,275,220,0.44,#N/A,1
C_7980,31,B1595,ROOM2,5/12/2018,6/11/2018,20/11/2018,5/12/2018,3,4,15,3900,N,Deluxe room per night,120,19,20/11/2018,2000,VIC,QLD,Gold Coast,110,30,30,40,10,1800,2100,0.54,14,1
C_7980,31,B1595,FD2,5/12/2018,6/11/2018,#N/A,#N/A,#N/A,#N/A,5,125,N,Breakfast,15,19,20/11/2018,2000,VIC,QLD,Gold Coast,110,30,30,40,10,75,50,0.40,#N/A,1
C_7980,31,B1595,FD4,5/12/2018,6/11/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,19,20/11/2018,2000,VIC,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_7991,31,B2069,ROOM1,2/10/2018,14/09/2018,28/09/2018,2/10/2018,6,3,4,640,N,Standard room per night,80,36,28/09/2018,65000,TAS,QLD,Gold Coast,110,30,30,40,10,320,320,0.50,14,1
C_7991,31,B2069,FD2,2/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,N,Breakfast,15,36,28/09/2018,65000,TAS,QLD,Gold Coast,110,30,30,40,10,15,10,0.40,#N/A,1
C_7991,31,B2069,FD4,2/10/2018,14/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,N,Bar and beverage package,10,36,28/09/2018,65000,TAS,QLD,Gold Coast,110,30,30,40,10,10,15,0.60,#N/A,1
C_8002,31,B1539,ROOM4,19/01/2019,26/12/2018,9/01/2019,19/01/2019,4,7,10,6000,N,Family room per night,250,46,9/01/2019,161000,QLD,QLD,Gold Coast,110,30,30,40,10,2500,3500,0.58,14,1
C_8002,31,B1539,FD2,19/01/2019,26/12/2018,#N/A,#N/A,#N/A,#N/A,9,225,N,Breakfast,15,46,9/01/2019,161000,QLD,QLD,Gold Coast,110,30,30,40,10,135,90,0.40,#N/A,1
C_8002,31,B1539,FD3,19/01/2019,26/12/2018,#N/A,#N/A,#N/A,#N/A,7,315,N,Dinner,25,46,9/01/2019,161000,QLD,QLD,Gold Coast,110,30,30,40,10,175,140,0.44,#N/A,1
C_8006,11,B2136,ROOM1,31/08/2018,13/08/2018,27/08/2018,31/08/2018,2,6,4,640,N,Standard room per night,80,35,27/08/2018,103000,TAS,NSW,Sydney City,84,64,10,5,5,320,320,0.50,14,1
C_8006,31,B2136,FD2,31/08/2018,13/08/2018,#N/A,#N/A,#N/A,#N/A,1,25,N,Breakfast,15,35,27/08/2018,103000,TAS,QLD,Gold Coast,110,30,30,40,10,15,10,0.40,#N/A,1
C_8029,31,B2588,ROOM1,1/04/2019,9/03/2019,23/03/2019,1/04/2019,7,2,9,1440,N,Standard room per night,80,20,23/03/2019,48000,SA,QLD,Gold Coast,110,30,30,40,10,720,720,0.50,14,1
C_8029,31,B2588,FD2,1/04/2019,9/03/2019,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,20,23/03/2019,48000,SA,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_8031,21,B1649,ROOM4,19/11/2018,26/10/2018,9/11/2018,19/11/2018,6,2,10,7000,N,Family room per night,250,40,9/11/2018,73000,QLD,VIC,Melbourne City,65,40,15,5,5,2500,4500,0.64,14,1
C_8031,31,B1649,SPA1,19/11/2018,26/10/2018,#N/A,#N/A,#N/A,#N/A,3,180,N,Deluxe Spa Service,30,40,9/11/2018,73000,QLD,QLD,Gold Coast,110,30,30,40,10,90,90,0.50,#N/A,1
C_8033,11,B1956,ROOM4,14/01/2019,27/12/2018,10/01/2019,14/01/2019,5,2,4,2800,N,Family room per night,250,51,10/01/2019,123000,SA,NSW,Sydney City,84,64,10,5,5,1000,1800,0.64,14,1
C_8033,21,B1957,ROOM1,23/04/2019,19/03/2019,2/04/2019,23/04/2019,3,3,21,3360,N,Standard room per night,80,51,10/01/2019,123000,SA,VIC,Melbourne City,65,40,15,5,5,1680,1680,0.50,14,1
C_8033,31,B1956,FD4,14/01/2019,27/12/2018,#N/A,#N/A,#N/A,#N/A,4,100,N,Bar and beverage package,10,51,10/01/2019,123000,SA,QLD,Gold Coast,110,30,30,40,10,40,60,0.60,#N/A,1
C_8033,31,B1957,FD4,23/04/2019,19/03/2019,#N/A,#N/A,#N/A,#N/A,14,350,N,Bar and beverage package,10,51,10/01/2019,123000,SA,QLD,Gold Coast,110,30,30,40,10,140,210,0.60,#N/A,1
C_8033,31,B1956,FD3,14/01/2019,27/12/2018,#N/A,#N/A,#N/A,#N/A,2,90,N,Dinner,25,51,10/01/2019,123000,SA,QLD,Gold Coast,110,30,30,40,10,50,40,0.44,#N/A,1
C_8033,31,B1957,FD3,23/04/2019,19/03/2019,#N/A,#N/A,#N/A,#N/A,14,630,N,Dinner,25,51,10/01/2019,123000,SA,QLD,Gold Coast,110,30,30,40,10,350,280,0.44,#N/A,1
C_8033,31,B1957,FD2,23/04/2019,19/03/2019,#N/A,#N/A,#N/A,#N/A,18,450,N,Breakfast,15,51,10/01/2019,123000,SA,QLD,Gold Coast,110,30,30,40,10,270,180,0.40,#N/A,1
C_8058,31,B1562,ROOM4,15/01/2019,20/12/2018,3/01/2019,15/01/2019,5,3,12,7200,N,Family room per night,250,40,3/01/2019,104000,NT,QLD,Gold Coast,110,30,30,40,10,3000,4200,0.58,14,1
C_8058,31,B1562,FD4,15/01/2019,20/12/2018,#N/A,#N/A,#N/A,#N/A,11,275,N,Bar and beverage package,10,40,3/01/2019,104000,NT,QLD,Gold Coast,110,30,30,40,10,110,165,0.60,#N/A,1
C_8058,31,B1562,SPA3,15/01/2019,20/12/2018,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,40,3/01/2019,104000,NT,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_8058,31,B1562,FD3,15/01/2019,20/12/2018,#N/A,#N/A,#N/A,#N/A,3,135,N,Dinner,25,40,3/01/2019,104000,NT,QLD,Gold Coast,110,30,30,40,10,75,60,0.44,#N/A,1
C_8063,11,B1935,ROOM3,27/09/2018,7/09/2018,21/09/2018,27/09/2018,6,5,6,3000,Y,Club suite per night,200,30,21/09/2018,43000,QLD,NSW,Sydney City,84,64,10,5,5,1200,1800,0.60,14,1
C_8063,31,B1935,SPA3,27/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,2,800,N,All Day Spa Service,170,30,21/09/2018,43000,QLD,QLD,Gold Coast,110,30,30,40,10,340,460,0.58,#N/A,1
C_8063,31,B1935,FD2,27/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,N,Breakfast,15,30,21/09/2018,43000,QLD,QLD,Gold Coast,110,30,30,40,10,15,10,0.40,#N/A,1
C_8067,31,B1615,ROOM1,12/12/2018,9/11/2018,23/11/2018,12/12/2018,6,4,19,3040,N,Standard room per night,80,18,23/11/2018,0,TAS,QLD,Gold Coast,110,30,30,40,10,1520,1520,0.50,14,1
C_8067,31,B1615,FD2,12/12/2018,9/11/2018,#N/A,#N/A,#N/A,#N/A,16,400,N,Breakfast,15,18,23/11/2018,0,TAS,QLD,Gold Coast,110,30,30,40,10,240,160,0.40,#N/A,1
C_8067,31,B1615,FD3,12/12/2018,9/11/2018,#N/A,#N/A,#N/A,#N/A,7,315,N,Dinner,25,18,23/11/2018,0,TAS,QLD,Gold Coast,110,30,30,40,10,175,140,0.44,#N/A,1
C_8086,31,B2612,ROOM2,7/08/2018,13/07/2018,27/07/2018,7/08/2018,6,3,11,2860,N,Deluxe room per night,120,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,1320,1540,0.54,14,1
C_8086,11,B2613,ROOM2,28/09/2018,13/09/2018,27/09/2018,28/09/2018,5,6,1,260,N,Deluxe room per night,120,49,27/07/2018,201000,NSW,NSW,Sydney City,84,64,10,5,5,120,140,0.54,14,1
C_8086,11,B2614,ROOM4,13/01/2019,11/12/2018,25/12/2018,13/01/2019,3,1,19,13300,N,Family room per night,250,49,27/07/2018,201000,NSW,NSW,Sydney City,84,64,10,5,5,4750,8550,0.64,14,1
C_8086,31,B2615,ROOM4,21/05/2019,21/04/2019,5/05/2019,21/05/2019,1,3,16,11200,N,Family room per night,250,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,4000,7200,0.64,14,1
C_8086,31,B2614,FD2,13/01/2019,11/12/2018,#N/A,#N/A,#N/A,#N/A,18,450,N,Breakfast,15,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,270,180,0.40,#N/A,1
C_8086,31,B2614,FD4,13/01/2019,11/12/2018,#N/A,#N/A,#N/A,#N/A,8,200,N,Bar and beverage package,10,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,80,120,0.60,#N/A,1
C_8086,31,B2615,FD3,21/05/2019,21/04/2019,#N/A,#N/A,#N/A,#N/A,10,450,N,Dinner,25,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,250,200,0.44,#N/A,1
C_8086,31,B2612,SPA1,7/08/2018,13/07/2018,#N/A,#N/A,#N/A,#N/A,3,180,N,Deluxe Spa Service,30,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,90,90,0.50,#N/A,1
C_8086,31,B2612,FD4,7/08/2018,13/07/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_8086,31,B2614,FD3,13/01/2019,11/12/2018,#N/A,#N/A,#N/A,#N/A,1,45,N,Dinner,25,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,25,20,0.44,#N/A,1
C_8086,31,B2615,FD2,21/05/2019,21/04/2019,#N/A,#N/A,#N/A,#N/A,8,200,N,Breakfast,15,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,120,80,0.40,#N/A,1
C_8086,31,B2613,SPA1,28/09/2018,13/09/2018,#N/A,#N/A,#N/A,#N/A,3,180,N,Deluxe Spa Service,30,49,27/07/2018,201000,NSW,QLD,Gold Coast,110,30,30,40,10,90,90,0.50,#N/A,1
C_8088,11,B2362,ROOM2,4/01/2019,1/12/2018,15/12/2018,4/01/2019,7,6,20,5200,N,Deluxe room per night,120,54,15/12/2018,86000,VIC,NSW,Sydney City,84,64,10,5,5,2400,2800,0.54,14,1
C_8088,11,B2363,ROOM1,31/03/2019,8/03/2019,22/03/2019,31/03/2019,6,1,9,1440,N,Standard room per night,80,54,15/12/2018,86000,VIC,NSW,Sydney City,84,64,10,5,5,720,720,0.50,14,1
C_8088,11,B2364,ROOM4,26/04/2019,4/04/2019,18/04/2019,26/04/2019,5,6,8,5600,N,Family room per night,250,54,15/12/2018,86000,VIC,NSW,Sydney City,84,64,10,5,5,2000,3600,0.64,14,1
C_8088,31,B2364,FD4,26/04/2019,4/04/2019,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,54,15/12/2018,86000,VIC,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_8088,31,B2362,FD3,4/01/2019,1/12/2018,#N/A,#N/A,#N/A,#N/A,16,720,N,Dinner,25,54,15/12/2018,86000,VIC,QLD,Gold Coast,110,30,30,40,10,400,320,0.44,#N/A,1
C_8088,31,B2363,FD3,31/03/2019,8/03/2019,#N/A,#N/A,#N/A,#N/A,9,405,N,Dinner,25,54,15/12/2018,86000,VIC,QLD,Gold Coast,110,30,30,40,10,225,180,0.44,#N/A,1
C_8088,31,B2362,FD4,4/01/2019,1/12/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Bar and beverage package,10,54,15/12/2018,86000,VIC,QLD,Gold Coast,110,30,30,40,10,30,45,0.60,#N/A,1
C_8088,31,B2363,FD4,31/03/2019,8/03/2019,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,54,15/12/2018,86000,VIC,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_8088,31,B2362,FD2,4/01/2019,1/12/2018,#N/A,#N/A,#N/A,#N/A,18,450,N,Breakfast,15,54,15/12/2018,86000,VIC,QLD,Gold Coast,110,30,30,40,10,270,180,0.40,#N/A,1
C_8096,11,B2664,ROOM2,6/08/2018,20/07/2018,3/08/2018,6/08/2018,6,2,3,780,N,Deluxe room per night,120,39,3/08/2018,167000,QLD,NSW,Sydney City,84,64,10,5,5,360,420,0.54,14,1
C_8096,11,B2665,ROOM4,19/12/2018,30/11/2018,14/12/2018,19/12/2018,6,4,5,3500,N,Family room per night,250,39,3/08/2018,167000,QLD,NSW,Sydney City,84,64,10,5,5,1250,2250,0.64,14,1
C_8096,11,B2666,ROOM2,1/03/2019,9/02/2019,23/02/2019,1/03/2019,7,6,6,1560,N,Deluxe room per night,120,39,3/08/2018,167000,QLD,NSW,Sydney City,84,64,10,5,5,720,840,0.54,14,1
C_8102,31,B2662,ROOM1,5/02/2019,4/01/2019,18/01/2019,5/02/2019,6,3,18,2880,N,Standard room per night,80,31,18/01/2019,48000,NT,QLD,Gold Coast,110,30,30,40,10,1440,1440,0.50,14,1
C_8102,21,B2663,ROOM1,11/03/2019,10/02/2019,24/02/2019,11/03/2019,1,2,15,2400,N,Standard room per night,80,31,18/01/2019,48000,NT,VIC,Melbourne City,65,40,15,5,5,1200,1200,0.50,14,1
C_8102,31,B2663,FD4,11/03/2019,10/02/2019,#N/A,#N/A,#N/A,#N/A,8,200,N,Bar and beverage package,10,31,18/01/2019,48000,NT,QLD,Gold Coast,110,30,30,40,10,80,120,0.60,#N/A,1
C_8102,31,B2662,FD2,5/02/2019,4/01/2019,#N/A,#N/A,#N/A,#N/A,16,400,N,Breakfast,15,31,18/01/2019,48000,NT,QLD,Gold Coast,110,30,30,40,10,240,160,0.40,#N/A,1
C_8102,31,B2662,FD4,5/02/2019,4/01/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Bar and beverage package,10,31,18/01/2019,48000,NT,QLD,Gold Coast,110,30,30,40,10,60,90,0.60,#N/A,1
C_8102,31,B2662,FD3,5/02/2019,4/01/2019,#N/A,#N/A,#N/A,#N/A,4,180,N,Dinner,25,31,18/01/2019,48000,NT,QLD,Gold Coast,110,30,30,40,10,100,80,0.44,#N/A,1
C_8107,31,B1493,ROOM4,30/09/2018,7/09/2018,21/09/2018,30/09/2018,6,1,9,5400,N,Family room per night,250,40,21/09/2018,158000,VIC,QLD,Gold Coast,110,30,30,40,10,2250,3150,0.58,14,1
C_8107,31,B1493,FD3,30/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,8,360,N,Dinner,25,40,21/09/2018,158000,VIC,QLD,Gold Coast,110,30,30,40,10,200,160,0.44,#N/A,1
C_8107,31,B1493,FD2,30/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,7,175,N,Breakfast,15,40,21/09/2018,158000,VIC,QLD,Gold Coast,110,30,30,40,10,105,70,0.40,#N/A,1
C_8107,31,B1493,FD4,30/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,1,25,N,Bar and beverage package,10,40,21/09/2018,158000,VIC,QLD,Gold Coast,110,30,30,40,10,10,15,0.60,#N/A,1
C_8118,31,B1490,ROOM4,30/09/2018,7/09/2018,21/09/2018,30/09/2018,6,1,9,5400,N,Family room per night,250,43,21/09/2018,67000,QLD,QLD,Gold Coast,110,30,30,40,10,2250,3150,0.58,14,1
C_8118,31,B1490,FD4,30/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,2,50,N,Bar and beverage package,10,43,21/09/2018,67000,QLD,QLD,Gold Coast,110,30,30,40,10,20,30,0.60,#N/A,1
C_8118,31,B1490,FD2,30/09/2018,7/09/2018,#N/A,#N/A,#N/A,#N/A,3,75,N,Breakfast,15,43,21/09/2018,67000,QLD,QLD,Gold Coast,110,30,30,40,10,45,30,0.40,#N/A,1
C_8133,31,B1541,ROOM4,1/02/2019,5/01/2019,19/01/2019,1/02/2019,7,6,13,7800,N,Family room per night,250,47,19/01/2019,94000,NT,QLD,Gold Coast,110,30,30,40,10,3250,4550,0.58,14,1
C_8133,31,B1541,FD4,1/02/2019,5/01/2019,#N/A,#N/A,#N/A,#N/A,10,250,N,Bar and beverage package,10,47,19/01/2019,94000,NT,QLD,Gold Coast,110,30,30,40,10,100,150,0.60,#N/A,1
C_8133,31,B1541,SPA3,1/02/2019,5/01/2019,#N/A,#N/A,#N/A,#N/A,1,400,N,All Day Spa Service,170,47,19/01/2019,94000,NT,QLD,Gold Coast,110,30,30,40,10,170,230,0.58,#N/A,1
C_8133,31,B1541,FD2,1/02/2019,5/01/2019,#N/A,#N/A,#N/A,#N/A,6,150,N,Breakfast,15,47,19/01/2019,94000,NT,QLD,Gold Coast,110,30,30,40,10,90,60,0.40,#N/A,1
C_8133,31,B1541,FD3,1/02/2019,5/01/2019,#N/A,#N/A,#N/A,#N/A,12,540,N,Dinner,25,47,19/01/2019,94000,NT,QLD,Gold Coast,110,30,30,40,10,300,240,0.44,#N/A,1
C_8139,21,B2165,ROOM2,19/10/2018,27/09/2018,11/10/2018,19/10/2018,5,6,8,2080,N,Deluxe room per night,120,29,11/10/2018,108000,WA,VIC,Melbourne City,65,40,15,5,5,960,1120,0.54,14,1
C_8139,31,B2165,FD3,19/10/2018,27/09/2018,#N/A,#N/A,#N/A,#N/A,7,315,N,Dinner,25,29,11/10/2018,108000,WA,QLD,Gold Coast,110,30,30,40,10,175,140,0.44,#N/A,1
C_8139,31,B2165,SPA3,19/10/2018,27/09/2018,#N/A,#N/A,#N/A,#N/A,4,1600,N,All Day Spa Service,170,29,11/10/2018,108000,WA,QLD,Gold Coast,110,30,30,40,10,680,920,0.58,#N/A,1
C_8139,31,B2165,FD2,19/10/2018,27/09/2018,#N/A,#N/A,#N/A,#N/A,5,125,N,Breakfast,15,29,11/10/2018,108000,WA,QLD,Gold Coast,110,30,30,40,10,75,50,0.40,#N/A,1
